symbol,engine,signal_date,entry_date,entry_price,exit_date,exit_price,exit_reason,hold_days,pnl_pct,regime_state,yf_symbol,signal_close,signal_raw_close,signal_atr14,signal_bb_lower,tp_level,sl_level,activation_level,time_stop_date,partial_exit_fraction,activation_date,activation_price,signal_rsi14,signal_high_20d,signal_avg_dollar_volume_20d,signal_volume,market_cap,beta_1y
TER,bull,2020-01-02,2020-01-03,68.12999725341797,2020-01-24,71.29999923706055,trailing_stop_close,15,4.652872613294501,bull,TER,67.880615234375,69.68000030517578,1.1285721915108817,60.701523085905684,,65.62347085135323,70.38714163643974,2020-01-24,0.5,2020-01-16,70.5,66.81227707203462,67.880615234375,97983486.74617767,1100800.0,67489239592.25,2.96065455839592
TER,bull,2020-01-14,2020-01-15,70.2699966430664,2020-01-24,72.84499740600586,trailing_stop_close,7,3.664438431695194,bull,TER,68.45538330078125,70.2699966430664,1.4192859104701452,65.46004159888989,,65.61681147984096,73.1085684640067,2020-02-05,0.5,2020-01-22,73.58999633789062,63.79466780444043,68.45538330078125,106172511.56887054,2231300.0,67489239592.25,2.96065455839592
TER,bull,2020-01-16,2020-01-17,70.55000305175781,2020-01-24,74.15499877929688,trailing_stop_close,5,5.109844892415261,bull,TER,68.679443359375,70.5,1.541428702218192,65.4180986021537,,65.59658595493862,73.6328604561942,2020-02-07,0.5,2020-01-23,76.20999908447266,62.28265421216798,68.679443359375,105134594.32842255,1609700.0,67489239592.25,2.96065455839592
TER,bull,2020-01-17,2020-01-21,70.45999908447266,2020-01-24,72.84499740600586,trailing_stop_close,4,3.3848968954340863,bull,TER,68.47484588623047,70.29000091552734,1.5264287676130022,65.41119333820893,,65.42198835100446,73.51285661969867,2020-02-10,0.5,2020-01-22,73.58999633789062,61.08679860286153,68.679443359375,105507151.5443039,1300500.0,67489239592.25,2.96065455839592
TER,bull,2020-01-21,2020-01-22,72.52999877929688,2020-01-24,74.15499877929688,trailing_stop_close,3,2.24045226437235,bull,TER,69.70234680175781,71.55000305175781,1.5592858450753349,65.24118738470946,,66.58377511160714,75.64857046944755,2020-02-11,0.5,2020-01-23,76.20999908447266,65.38143972031924,69.70234680175781,107316548.35758209,2956300.0,67489239592.25,2.96065455839592
TER,bull,2020-01-22,2020-01-23,79.05000305175781,2020-01-30,68.37679508754185,sl_intraday,6,-13.501843835765193,bull,TER,71.68965148925781,73.58999633789062,1.6564282008579798,64.69022241810899,,68.37679508754185,82.36285945347377,2020-02-12,0.0,,,70.96788886147188,71.68965148925781,110604970.69606781,4299300.0,67489239592.25,2.96065455839592
TER,bull,2020-01-23,2020-01-24,75.87000274658203,2020-01-27,70.01771872384208,sl_intraday,2,-7.713567695901524,bull,TER,74.24200439453125,76.20999908447266,2.1121428353445872,63.78614574712069,,70.01771872384208,80.0942884172712,2020-02-13,0.0,,,76.26537840410246,74.24200439453125,167866242.82577515,16146800.0,67489239592.25,2.96065455839592
HUBB,weak,2020-03-12,2020-03-13,113.51000213623048,2020-04-02,112.58999633789062,time_stop_day_15_close,15,-0.8105063703863769,weak,HUBB,95.93511962890624,106.91999816894533,7.688215528215678,104.26880923981125,,80.55868857247488,128.88643319266183,2020-04-02,0.0,,,27.411493849539397,133.26278686523438,62408264.83775024,733659.0,27341920286.085266,1.1913338510674145
TER,weak,2020-03-12,2020-03-13,53.22999954223633,2020-04-02,53.43000030517578,time_stop_day_15_close,15,0.3757294094672181,weak,TER,48.61473083496094,49.83000183105469,3.755713871547154,49.613606412226176,,41.10330309186663,60.74142728533064,2020-04-02,0.0,,,29.980140430143422,70.70574951171875,162616100.6954956,3130200.0,67489239592.25,2.96065455839592
TER,bull,2020-04-08,2020-04-09,63.61000061035156,2020-04-30,62.540000915527344,time_stop_day_15_close,15,-1.6821249560719065,bull,TER,61.248905181884766,62.779998779296875,3.932856695992606,42.26526098893576,,53.383191789899556,71.47571400233677,2020-04-30,0.0,,,59.85767344503473,61.248905181884766,129737462.25263596,1912000.0,67489239592.25,2.96065455839592
TER,bull,2020-04-14,2020-04-15,60.91999816894531,2020-05-05,59.439998626708984,time_stop_day_15_close,15,-2.4294149486543737,bull,TER,61.765987396240234,63.310001373291016,3.4178570338657925,42.3597818031454,,54.93027332850865,67.7557122366769,2020-05-05,0.0,,,59.84680313635745,61.765987396240234,123193938.4010315,1557300.0,67489239592.25,2.96065455839592
TER,bull,2020-04-16,2020-04-17,65.37999725341797,2020-05-07,62.43000030517578,time_stop_day_15_close,15,-4.512078727699798,bull,TER,62.30256652832031,63.86000061035156,3.2985711778913225,43.501857144823674,,55.70542417253767,71.97713960920062,2020-05-07,0.0,,,59.481561995016925,62.30256652832031,125659592.56843567,3100200.0,67489239592.25,2.96065455839592
TER,bull,2020-04-17,2020-04-20,63.11000061035156,2020-05-08,65.08999633789062,time_stop_day_15_close,15,3.137372379004999,bull,TER,62.27330017089844,63.83000183105469,3.3157144274030412,44.56243523821183,,55.641871316092356,69.74142946515765,2020-05-08,0.0,,,59.42309271592036,62.30256652832031,129044170.43800354,2944400.0,67489239592.25,2.96065455839592
TER,bull,2020-04-27,2020-04-28,64.58000183105469,2020-05-18,60.650001525878906,time_stop_day_15_close,15,-6.0854756793858655,bull,TER,62.195255279541016,63.75,3.3785719190325056,50.81289132946197,,55.438111441476,71.33714566911969,2020-05-18,0.0,,,57.809992361183724,62.30256652832031,138582386.67022705,1626700.0,67489239592.25,2.96065455839592
TER,bull,2020-04-29,2020-04-30,66.69999694824219,2020-05-01,58.86247743879046,sl_intraday,2,-11.75040459976855,bull,TER,65.67819213867188,67.31999969482422,3.4078573499407088,51.93668857183771,,58.86247743879046,73.5157116481236,2020-05-20,0.0,,,62.97485442801334,65.67819213867188,141764129.95368958,2598200.0,67489239592.25,2.96065455839592
TER,bull,2020-05-27,2020-05-28,67.6500015258789,2020-06-11,73.78499984741211,trailing_stop_close,11,9.06873345625323,bull,TER,66.04684448242188,67.58999633789062,3.0142857687813893,54.96951597447829,,60.0182729448591,73.67857306344169,2020-06-17,0.5,2020-06-05,76.76000213623047,60.60885356075328,66.04684448242188,132355056.64995193,2647600.0,67489239592.25,2.96065455839592
HUBB,bull,2020-06-02,2020-06-03,130.64999389648438,2020-06-23,125.45999908447266,time_stop_day_15_close,15,-3.9724416796558137,bull,HUBB,116.28581237792967,128.66000366210938,4.262500217982704,98.86417321115825,,107.76081194196426,139.17499433244978,2020-06-23,0.0,,,62.67302481051299,116.28581237792967,44056952.05383072,557708.0,27341920286.085266,1.1913338510674145
TER,bull,2020-06-02,2020-06-03,71.2699966430664,2020-06-23,81.07999801635742,time_stop_day_15_close,15,13.76455989246268,bull,TER,67.8643798828125,69.44999694824219,3.0428573063441684,55.41640488911393,,61.778665270124165,77.35571125575474,2020-06-23,0.5,2020-06-17,78.41999816894531,61.70107236850143,67.8643798828125,127590211.25650406,1344900.0,67489239592.25,2.96065455839592
TER,bull,2020-06-03,2020-06-04,72.44999694824219,2020-06-24,80.48500061035156,time_stop_day_15_close,15,11.09041269918829,bull,TER,70.66886138916016,72.31999969482422,3.075000490461077,55.0850116298893,,64.518860408238,78.59999792916435,2020-06-24,0.5,2020-06-18,79.61000061035156,65.37201887855336,70.66886138916016,131473770.13607025,2479200.0,67489239592.25,2.96065455839592
TER,bull,2020-06-04,2020-06-05,75.91000366210938,2020-06-25,83.79000091552734,time_stop_day_15_close,15,10.380709884422368,bull,TER,71.51900482177734,73.19000244140625,2.9057153974260603,54.77466778380214,,65.70757402692523,81.72143445696149,2020-06-25,0.5,2020-06-19,82.75,66.42267792922918,71.51900482177734,133949881.17977142,1996400.0,67489239592.25,2.96065455839592
TER,bull,2020-06-05,2020-06-08,78.0,2020-06-26,82.8499984741211,time_stop_day_15_close,15,6.217946761693716,bull,TER,75.00748443603516,76.76000213623047,2.8964293343680247,53.92450671019422,,69.21462576729911,83.79285866873605,2020-06-26,0.5,2020-06-22,83.8499984741211,70.39245162751756,75.00748443603516,135911450.31211853,2529900.0,67489239592.25,2.96065455839592
TER,bull,2020-06-16,2020-06-17,77.47000122070312,2020-07-08,86.29000091552734,time_stop_day_15_close,15,11.3850517049781,bull,TER,75.27133178710938,77.02999877929688,3.5421431405203685,57.79334853532123,,68.18704550606864,84.55428750174386,2020-07-08,0.5,2020-06-25,84.83000183105469,64.21436702145276,75.27133178710938,156386438.7596321,2604500.0,67489239592.25,2.96065455839592
TER,bull,2020-06-17,2020-06-18,78.86000061035156,2020-07-09,88.29499816894531,time_stop_day_15_close,15,11.964237237598073,bull,TER,76.62960815429688,78.41999816894531,3.3835716247558594,58.74335340880494,,69.86246490478516,85.62714385986328,2020-07-09,0.5,2020-07-06,88.12999725341797,65.8875718089079,76.62960815429688,160063021.5457344,2155700.0,67489239592.25,2.96065455839592
TER,bull,2020-06-18,2020-06-19,80.43000030517578,2020-07-10,87.75499725341797,time_stop_day_15_close,15,9.107294442930414,bull,TER,77.79241180419922,79.61000061035156,3.328571319580078,59.33633585699097,,71.13526916503906,87.08714294433594,2020-07-10,0.5,2020-07-06,88.12999725341797,67.29727369260675,77.79241180419922,161635850.6321907,2025000.0,67489239592.25,2.96065455839592
